LAB_0005,VAR_0001,VAR_0002,VAR_0003,VAR_0004,VAR_0005,VAR_0006,VAR_0007,VAR_0008,VAR_0009,VAR_0010,VAR_0011,VAR_0012,VAR_0013,VAR_0014,VAR_0015,VAR_0016,VAR_0017,VAR_0018,VAR_0019,VAR_0020,VAR_0021
404108,0,0,1,0,0,225,9674,92,5,4,695,9.95184,0.25800654,752031.2,4588416,0.60885465,1431.1633,6,213505.47,268647.62,11737329
407207,1,2,1,0,0,9671,7206,13,55,1,2842,32.41739,0.021507852,482950,4509409,0.27143934,268.44965,10,77065.41,2996454.5,6635863.5
407768,1,1,0,0,0,4476,2931,76,48,1,2348,9.34862,0.44388878,1886299.4,2397039,0.4920047,1536.7808,7,178562.22,1226786.5,993893.7
408847,2,0,1,0,0,660,2740,32,3,3,1807,35.119686,0.18516131,1449453.2,7383377.5,0.27941352,1754.4635,1,47145.617,451886.38,6662471
409796,1,1,1,0,0,9021,1923,30,48,2,3266,17.332022,0.84505445,840571.1,839866.9,0.74541813,663.3041,1,41568.42,1633533.6,2330129.5
410821,2,2,0,0,0,508,7782,59,13,2,1240,27.279877,0.5788297,328636.2,5796370,0.75536734,776.6938,1,185207.47,3541326,1538067
410973,2,0,0,0,0,8420,4327,72,47,5,3299,23.879383,0.8530952,1489937,5256558,0.27401403,730.2179,2,44384.445,299784.7,11844632
411285,2,2,2,0,0,3356,5941,10,34,6,2903,14.273439,0.070476145,2065117.8,7955594,0.5661838,996.9559,3,203537.97,1989170.4,2846067
415160,1,0,2,0,0,5648,6796,50,26,1,4279,29.293972,0.6197408,1378654.1,9058868,0.40597618,1179.3434,0,124120.484,694098.25,5368221
415870,0,0,0,0,0,6057,4198,72,26,0,4477,28.000294,0.4532574,1462003.9,8210488.5,0.5874193,1150.4497,5,33875.344,2685362.2,6263272.5
416118,2,2,0,0,0,474,5576,54,7,5,4966,20.13731,0.000100002,1601621.8,7329431.5,0.53028935,224.40466,3,111618.27,986245.75,3513928.8
417133,1,0,0,0,0,7995,6468,45,54,7,1488,29.88096,0.05983782,2371000.2,5981379,0.24953741,240.77042,0,215658,1476573.1,5595041
418520,0,2,2,0,0,8533,7516,69,28,7,2454,29.642832,0.72459936,302004.47,3514883.2,0.6373951,1130.7931,2,166989.3,1829436,5945264.5
419547,2,1,2,0,0,6290,5014,89,33,1,1915,33.68267,0.6716593,1272439.8,2525920.2,0.015298836,106.490776,6,84572.34,70660.055,1145937.6
419637,1,0,0,0,0,3236,7598,15,27,4,2926,27.69782,0.36047357,802134.8,7442008.5,0.4481374,484.1707,9,194976.84,655019.5,5950726
420009,2,1,1,0,0,1281,5564,52,12,3,1048,27.913204,0.97256446,207254.36,6720035,0.47721145,654.36865,11,104941.164,1115594.4,3249707.8
421537,2,0,1,0,0,8685,2362,101,7,7,3953,17.746162,0.7585299,1650714.6,6202380,0.25264087,1573.0455,8,73781.59,1552467.5,2832822.5
421555,0,2,1,0,0,5243,8249,32,9,0,42,12.140202,0.9100486,1548452.5,7973167.5,0.2573209,788.2271,7,108855.67,3311118,11069033
421633,0,2,1,0,0,7719,4410,71,47,2,3597,15.898134,0.25965437,2512072.5,6095953,0.33446285,471.08624,7,186904.62,2013575.6,8963167
421840,2,0,1,0,0,6613,1284,25,41,7,3062,35.00689,0.5319363,1364208.9,935375.44,0.9120753,1193.346,1,215824.42,2470679.5,1324388.1
422029,1,1,1,0,0,5633,2342,36,10,7,4728,21.714209,0.92183894,1447459.1,3957049.5,0.8239951,1122.3928,5,103693.73,2014084.4,2539886.8
422950,1,1,0,0,0,9318,7691,96,21,3,641,22.964895,0.16000004,1486330.9,6651531,0.049913745,160.09656,9,199142.84,1139387.9,7295942.5
423100,0,1,1,0,0,8748,5045,55,10,3,3273,31.626883,0.48672995,67083.805,800341.2,0.6409802,1100.9271,4,156582.17,558031.2,9531764
423587,0,2,1,0,0,1018,5987,12,15,5,3503,8.307996,0.056685,1096890.2,5942033,0.9475962,1094.4673,8,117923.695,32886.504,11501815
426223,0,2,2,0,0,7334,4543,29,17,5,4033,13.456582,0.6628187,15503.826,4926199,0.32099333,666.37683,1,109252.67,3240502,8811636
426673,1,1,1,0,0,3056,1384,47,10,2,2824,14.900683,0.27989647,2515028,6208358.5,0.4690282,330.92053,1,25871.035,2040157.1,10525488
426710,2,1,0,0,0,6805,731,23,0,3,4984,4.4574986,0.8992946,2235558.8,1129317.9,0.9659224,1779.9718,1,135177.89,75953.3,693076.2
426859,1,2,0,0,0,8137,4617,22,14,2,4470,8.322628,0.4200637,1749354.6,927776.6,0.85950255,745.22205,5,95005.805,1686956.2,4258453
427435,1,2,2,0,0,8919,6788,48,34,0,1034,26.212376,0.14451341,2537246.8,3362253.2,0.32135335,1655.8395,11,174412.89,1849637.1,1201408
427506,2,2,2,0,0,7275,7805,70,56,5,3050,4.4119225,0.30327177,254389.64,8479253,0.63970596,546.89124,3,94361.86,351781.47,1392.1542
428909,0,0,0,0,0,4616,1472,51,35,3,4897,30.27547,0.37331206,2641384.5,4979562,0.93578595,1654.7097,10,91812.58,3132557.8,128475.49
429711,1,0,1,0,0,9070,6137,46,44,7,3085,24.268927,0.9515921,239519.31,6783252.5,0.0763022,334.19617,6,215563.89,1151727.9,4309318.5
429999,0,0,0,0,0,6550,6637,98,50,0,718,17.008564,0.2697137,256031.45,2170854.2,0.24917667,877.2097,10,126900.7,1284067.4,2357996.8
430967,2,2,1,0,0,9377,5240,30,17,4,82,26.951254,0.50996095,2426531,910826.44,0.08225252,1153.7053,11,61097.46,166325.6,603733.7
432181,1,2,0,0,0,9808,6249,70,11,1,385,34.287586,0.96243554,1986688.2,3365653,0.92405915,326.02142,4,25768.51,2218866.2,9994482
435358,2,2,0,0,0,4338,9681,11,22,6,4978,32.41527,0.39371726,1133081.6,1006775.3,0.035983723,818.46844,8,85446.266,1178349.4,694675.56
435753,1,1,0,0,0,6178,2166,1,53,6,1548,10.406153,0.33424774,1583749.8,5645567,0.8793211,1496.9812,4,159033.11,3057926.2,11907437
435816,1,1,0,0,0,5282,2306,55,22,7,4828,17.212212,0.91306907,1387409,8525719,0.37731323,934.6528,6,174407.72,3033654.8,12541864
436767,1,2,0,0,0,9101,3107,33,33,0,34,26.045506,0.7496579,1053837,2635447.8,0.9767334,655.6328,10,160816.17,3347140.2,10304487
437131,2,1,2,0,0,8920,2403,3,25,1,2091,4.502328,0.45553672,1408723.5,2717547.2,0.1404121,1622.3358,0,214659.98,2942683.2,3337718
438511,0,2,2,0,0,3465,9305,48,11,6,2657,34.659176,0.8735229,870064.44,6998509.5,0.55165404,1612.0543,8,210982.52,1299052.5,10146003
439434,1,0,1,0,0,8169,6312,15,24,0,4420,30.170809,0.57655877,301394.84,1736823.6,0.63143295,1301.5619,8,117191.64,1308015.5,7689170.5
439674,0,1,2,0,0,1202,3940,68,30,5,4032,28.915565,0.86033446,1817211.5,1541541.2,0.12777194,141.74594,11,105214.79,3421031.2,3794221.5
439758,1,1,0,0,0,8989,692,64,17,7,2214,2.582248,0.1838312,593007.06,4336406,0.5136317,1365.0687,1,217112.84,2876240.2,9989639
439839,0,1,2,0,0,9702,9935,90,55,6,1963,19.446802,0.6797598,2257070,1359244.6,0.5060647,359.3424,11,189244.03,848000.06,4860408
441342,1,1,2,0,0,6247,5418,18,52,1,2385,1.1810877,0.7822365,421008.03,6727976,0.6546593,1121.4374,5,217804.73,2683291.8,7514896.5
442008,1,1,1,0,0,1475,3908,67,22,5,1652,11.725969,0.13072309,856491.5,6543803.5,0.6734727,1153.0262,3,211487.78,96904.11,1003136.25
444693,1,2,2,0,0,8553,6943,23,21,1,1940,13.946201,0.69598985,585318.56,1044232.5,0.9796205,126.71496,1,48445.734,3503309.2,2471925
445204,1,2,2,0,0,3568,7545,101,29,2,2484,12.072907,0.1450473,1480879.6,9068779,0.07053073,1202.6031,2,184402.22,2468753,5599273
445891,1,2,0,0,0,8167,2845,98,29,1,4258,1.751718,0.3956013,1151292.1,9079970,0.7580793,548.68823,8,115091.734,2925372.8,773723.75
446068,1,2,0,0,0,3293,2522,31,39,6,599,14.46621,0.36571264,1883234.4,5144486,0.31622052,390.40625,0,94892.13,715415.44,8649137
447814,2,0,0,0,0,7757,9034,39,20,6,2837,21.105846,0.85666007,1095464.1,6535831.5,0.020154636,680.41785,1,182902.7,3301003.8,7464865
448009,1,1,1,0,0,1417,8412,58,53,4,987,25.231115,0.7814862,1620336.4,1116890.9,0.38539726,1666.4644,7,80606.125,866738,6622711.5
448021,2,2,0,0,0,885,7214,35,24,6,2093,10.032377,0.45942596,1651377.2,5556327,0.6359855,1725.7334,2,217486.4,2531741,12567892
449778,0,2,1,0,0,1043,817,43,57,1,3025,30.27928,0.36375552,2109708,6595680.5,0.5759204,45.378685,4,13620.581,2017873.1,5193640
449963,0,2,2,0,0,4572,6219,76,52,3,2933,20.879057,0.02433981,2557051,2715617,0.21001175,1069.376,1,62941.22,714223.7,4189130.5
450123,1,2,0,0,0,4002,7200,97,49,2,3416,19.670395,0.008082896,2277579.8,4300021.5,0.64585775,1515.5387,7,172756.78,2589406.5,10188418
451217,2,2,2,0,0,7166,588,48,47,6,3036,13.404659,0.67960817,2278350.5,3056805.2,0.6292965,867.1649,9,219913.92,1113809.9,12733795
452649,1,0,0,0,0,4681,387,82,2,2,128,15.237588,0.4869923,244645.88,5721798,0.7966713,39.41324,3,111120.36,2111161.2,1989856.5
452813,1,1,1,0,0,9213,1517,4,55,4,2326,24.833675,0.1776626,571999.06,2220570.8,0.50343907,1433.536,8,88621.23,1509148.4,9308957
453124,1,1,1,0,0,9049,3478,81,47,1,1769,31.234163,0.1349639,2704330.5,5551776,0.44963983,560.48236,6,109713.4,1682099.9,7980313.5
454130,0,0,0,0,0,1750,6027,75,52,1,1143,3.8343117,0.836471,1301531.6,2404029.8,0.8381683,1737.7292,1,206411.72,2386615,1343910.2
456779,1,2,1,0,0,3277,8852,14,24,5,3166,26.09593,0.19752865,2239226,4728740.5,0.26149526,806.94836,10,28327.5,3513889.8,5604872
457890,0,1,2,0,0,5696,3563,3,19,3,2662,13.1141815,0.19669808,1897816.9,1363560.2,0.036073845,774.3328,8,91415.31,407841.25,867707.8
458757,2,1,2,0,0,5003,6960,8,38,7,420,17.377047,0.41953275,621017.6,20542.758,1.0101608,431.28217,5,36059.465,2617283.8,8289426.5
459106,2,1,1,0,0,6326,1159,49,20,3,432,11.773209,0.9330246,1169934.5,4394810,0.07529236,1558.2726,2,16996.312,699967.06,11551792
459687,0,2,0,0,0,7084,691,98,9,5,3092,32.50975,0.8194064,2243252.2,4967138,0.41147095,15.6251545,10,190090.95,1927241.9,3518814
461586,0,2,1,0,0,4202,9724,8,14,2,1759,17.120241,0.11094413,916452.06,6583843,0.7216459,1529.6906,4,55538.973,2944743.8,3856651
462048,0,0,0,0,0,5505,9799,64,56,2,4114,7.4766293,0.2127679,11118.495,5286025,0.48528233,1388.1234,11,40356.152,652261.75,4511396
464317,2,1,2,0,0,6530,7188,1,3,5,3311,18.7764,0.56823355,2250149,4767545,0.9641932,399.43555,6,222118.58,2578540,11138778
464450,0,1,0,0,0,625,6453,87,15,6,3302,19.12505,0.37697288,2070617.5,7372697,0.5428674,1381.0259,7,173876.86,3089605.2,5291548.5
467125,2,1,2,0,0,6518,9063,88,26,2,1435,25.928654,0.73402184,784278.06,7622337,0.38948196,1349.5259,1,197712.92,2920536,8247842.5
467804,0,2,0,0,0,9636,2841,93,16,4,1898,6.2885885,0.89421904,90193.25,1900710.8,0.6283191,1284.563,3,211707.95,321486.6,3284705.5
469079,0,0,1,0,0,8409,8934,59,56,2,1693,36.279778,0.9440266,1227395.6,6314401.5,0.6137394,554.67053,0,98248.89,1309447.8,10862300
469597,1,0,1,0,0,4024,7435,92,56,0,4331,2.724536,0.45328864,142314.95,2030034,0.25522262,991.85706,10,152900.84,3075368.2,4673922
469780,0,1,2,0,0,4477,9014,3,40,1,4571,22.79524,0.045281235,2302986.5,1795375.8,0.69212604,1662.6272,3,141428.84,1016991.3,3163741.5
470273,1,0,0,0,0,6788,1736,26,12,5,4082,22.85928,0.65297866,2369777.2,4000915,0.9650666,255.53255,0,107854.96,127916.266,7180914
470709,0,1,0,0,0,7249,1534,32,52,0,1042,4.18414,0.18125327,2433638.2,118286.04,0.05533712,623.40436,7,163045.45,2646829.8,11264629
471382,1,0,1,0,0,1312,3762,9,54,5,631,12.118595,0.8336364,2403189.8,6155184,0.14170712,762.20483,6,146202.77,117773.64,2931683.5
472225,1,1,1,0,0,3922,329,77,7,6,3633,31.000671,0.34587288,2596510.8,4545718,0.41317502,1032.2539,4,41116.195,2408083,4258576
473246,0,1,0,0,0,2677,7850,1,5,0,79,15.798841,0.42005238,2274021.8,3000767.5,0.30081585,903.9658,11,150414.4,3079697.8,9603202
474567,2,2,0,0,0,438,2840,2,33,7,359,30.577614,0.7478391,1036360.6,7322164.5,0.5788964,1492.8271,6,223979.47,241110.31,2870590
474838,1,0,1,0,0,387,1551,77,51,2,1626,21.20963,0.18755388,1697850.9,950288.06,0.5735881,1311.0326,10,183939.95,1855461.1,2796117.8
475413,2,1,2,0,0,581,403,93,50,5,1252,5.4637213,0.35260925,1476740.5,5184608.5,0.5010687,784.0958,7,160149.19,775825.25,8626642
476239,0,1,2,0,0,55,6651,59,53,2,1700,35.594955,0.42393523,1324321,4430115.5,0.94317216,1532.0989,7,159476.3,1877536.9,7112269.5
476656,2,0,2,0,0,3933,6664,15,51,4,3990,20.622358,0.84240514,928891.8,5974520.5,0.74237597,1749.9165,8,15446.968,439271.5,12536316
478475,1,1,2,0,0,7056,8426,10,51,4,4757,19.274797,0.21096353,2190831.5,171261.67,0.1777472,1346.2731,9,46849.453,1721500.5,13025138
479623,2,0,0,0,0,2585,1964,101,11,5,3198,14.454836,0.42087448,1780556.8,6407674,0.4740946,750.19196,10,52661.027,1774811.6,9772356
479935,0,0,1,0,0,5303,4497,31,22,4,3309,6.6939287,0.8289382,1219840.8,8517527,0.20801857,1339.9861,3,121978.625,1406155.5,6764770
480877,2,0,1,0,0,6510,3746,31,43,2,4625,34.22265,0.24002992,2271600,2623542.5,0.8289422,1130.4938,3,163248.36,1631222.6,4003419.2
481541,2,0,0,0,0,7917,484,97,28,4,2269,13.6138115,0.69678706,874712.9,7638395.5,0.28486907,1039.1351,7,208995.81,2339304.2,7516890
481889,2,0,1,0,0,4097,2275,83,58,4,3606,22.041939,0.5170903,952074,1045241.25,0.5773392,124.597404,6,115059.76,2545807.8,4233937.5
482848,0,0,2,0,0,8370,819,98,16,7,2167,8.806437,0.3205205,1165305.5,2060220.2,0.92020833,591.7061,10,216411.5,2311438.2,7680167
483071,1,0,0,0,0,4683,3644,7,23,1,1804,8.435186,0.9580513,1989729.9,2684150,0.40533638,1597.8629,0,88996.44,2599799.2,1392729.9
484552,1,2,1,0,0,1699,3750,23,52,4,1960,4.691921,0.63091993,2714547.5,567093.44,0.91115487,1441.3647,6,45436.81,3450265,2588565.2
484832,2,1,2,0,0,3275,4080,70,39,6,1983,22.211853,0.6745338,2310940.2,7909640.5,0.8152678,70.35101,6,14998.972,1278924.4,2521437.2
485069,2,0,0,0,0,358,9252,95,8,1,3090,7.3125143,0.7660796,2374982.8,1971736.6,0.3349653,470.5322,2,128422.125,1899929,12030117
485498,2,2,0,0,0,6991,1186,51,11,6,4636,36.454723,0.76903504,1660192.5,5453282.5,0.53343594,32.836246,5,119147.15,1148626.9,4881885.5
486515,0,0,2,0,0,5415,7954,97,48,5,979,27.371925,0.08865162,886673.06,3567898,0.39489797,126.3137,9,26873.14,1554828.2,3497134
486967,0,2,2,0,0,8512,3749,98,45,7,1826,28.71868,0.74040645,1809654.2,2265501.8,0.1598598,1403.663,11,185249.95,3175222.2,2153397.5
487401,2,2,0,0,0,5206,7550,67,12,7,2931,8.053042,0.85704577,377634.94,5312386.5,0.77766055,916.22015,3,127332.07,835673.7,12083558
487901,0,2,1,0,0,1851,3105,21,32,1,426,34.75481,0.09507023,2310509,4508997,0.20867518,1240.0131,6,79225.9,993568.7,10391163
487956,0,1,2,0,0,8288,6052,78,2,4,4657,11.126998,0.6365682,2425596.5,3917395.8,0.050963867,720.43713,1,119040.65,26865.357,5084281
488099,1,1,2,0,0,7396,6574,68,33,0,1136,35.390755,0.33061206,452528.16,2568117.2,1.0159589,713.22156,9,150157.47,725854.94,6629826.5
488284,1,2,1,0,0,8225,5052,25,57,5,40,20.224277,0.9578885,1815822.2,8362980,0.8039266,1446.9711,8,212865.83,1898790.4,9871332
488751,2,2,2,0,0,5917,2209,49,50,2,2451,29.298605,0.33901092,627473,5588135,0.4544642,1051.6001,5,2306.6687,702501,2957842.2
489611,1,0,2,0,0,3179,5845,51,23,3,1722,15.531213,0.31784847,1388355.1,7188287.5,0.66173905,66.5087,3,22671.855,1710106.5,11456291
490998,1,2,1,0,0,7475,4368,19,43,4,3091,5.946948,0.6235791,2346818.2,7787500,0.025284003,1702.0867,10,91673.22,317807.06,12949347
491609,0,0,2,0,0,4225,3248,61,52,3,2262,11.543322,0.33065525,186357.06,2628160.8,0.34597158,233.07335,8,215107.55,56648.094,7114059.5
492486,1,2,1,0,0,4840,9754,77,16,1,1254,13.622829,0.74779224,650384.1,1871148.4,0.40567374,927.80206,6,33703.703,570502.2,7435579.5
492974,1,1,2,0,0,9350,4963,5,23,4,1167,3.2671468,0.756615,1560666.8,4851939.5,1.0267888,1474.4294,1,141155.42,2431572.2,9544440
493262,2,1,2,0,0,8532,2293,12,35,5,614,26.566612,0.25991687,2223204,2949084.2,0.039812665,290.36038,10,90550.47,1668187.5,12800919
493956,1,0,2,0,0,9531,645,77,6,2,1847,25.131483,0.42150897,770712.9,2968381.5,0.41243964,276.8178,10,49460.95,2979465.2,2986550.8
494107,0,2,2,0,0,7953,66,99,6,4,2298,6.8149366,0.7492924,1998479.9,2673716.5,0.65119475,1687.1575,5,162440,2360580.8,3355641.5
494224,2,2,1,0,0,2268,8145,5,36,1,3399,2.1949885,0.6974071,2204964.8,5202168.5,0.72885233,868.5128,6,175966.77,1963399.1,8818167
496093,0,2,1,0,0,1146,833,8,22,4,3589,36.34831,0.012495614,387875.88,8661352,0.5888594,1603.1368,10,121122.85,2862247.5,10279098
497424,1,2,1,0,0,5214,5579,99,36,7,4464,19.464832,0.31858048,534640.1,5639656.5,0.3011992,680.3625,4,131077.38,628118,2523307
498237,0,1,1,0,0,1429,7033,40,36,7,3639,27.422647,0.04440277,1883468.5,5649654.5,0.6422127,1624.5277,11,3648.7952,3145013,9767161
498287,0,0,0,0,0,7380,8860,7,22,1,2748,3.4362547,0.74706393,2524599.5,7906220.5,0.52580106,1198.9257,8,105405.87,3002259,11171908
498361,2,1,0,0,0,4957,5223,9,55,7,1015,6.267071,0.40815514,1177480,2462614.2,0.8963774,619.5383,4,173785.72,1506734.2,2270589.2
500028,0,2,1,0,0,9010,9587,49,18,2,1352,10.808184,0.72884166,1394788.6,8348603,0.68624264,1151.6831,5,121759.45,2300384.8,10915074
500265,0,1,1,0,0,951,7125,42,0,4,2897,30.087605,0.3578407,743593.9,5855361.5,0.08690069,1393.158,7,178.69485,2394343.2,4656103.5
500889,0,0,0,0,0,6120,2155,67,14,1,3644,30.371716,0.96023005,1802337.4,606233.1,0.30192068,1409.5464,8,66003.4,896898.6,6641586.5
501954,0,0,1,0,0,7368,1831,98,11,1,933,28.243168,0.5041005,1562812.1,460827.84,0.61364615,1623.5026,3,5537.7993,1069511.4,2104599
503043,1,1,1,0,0,9445,7612,93,43,4,545,7.1063023,0.45141315,692269.8,7708265.5,0.70410043,1508.5237,4,134946.62,2426946.2,11449279
503844,0,1,1,0,0,5923,9482,21,43,6,4660,22.282242,0.26022312,1903426.6,320753.03,0.07260249,1414.0378,4,136715.81,2753643.5,6208593
504822,1,0,2,0,0,5114,3467,83,45,5,1232,36.56162,0.4866571,2360915.8,6858901,1.0016522,683.4722,1,55176.656,2524126.8,12106567
504971,0,2,2,0,0,7117,3241,30,35,2,2369,4.300941,0.2045735,2464808.8,2420635.2,0.26923627,347.90482,8,222798.6,3551014,4026112
505392,2,0,1,0,0,9352,6809,22,44,1,3390,27.752893,0.12045176,835741.94,2971091.2,0.74705124,1701.0364,2,18331.367,3214802.8,9162664
506718,1,2,2,0,0,9847,3272,61,55,5,3451,1.83477,0.3364824,1717394,6647417,0.44638896,348.0986,1,162067.47,965061.94,11965681
507703,1,1,1,0,0,4186,1871,25,17,0,34,1.3551545,0.3435678,2564703.2,2177690.2,0.9454855,1243.8593,1,146607.5,1194836.6,8939966
511666,0,0,0,0,0,1772,427,85,35,1,3112,10.760834,0.07161893,935742.94,1556692.2,0.7980396,1192.7211,6,29503.707,2745473.8,8984106
513224,0,1,0,0,0,2085,5671,89,46,3,1733,21.638058,0.57366425,1879803.6,8806597,0.8211857,183.36674,2,177326.77,1632269.1,7620149.5
513937,0,1,2,0,0,1642,9288,16,38,7,3424,36.75541,0.5924675,2471712.5,2770937,0.76398075,910.0982,3,217566.3,1070145.4,12048197
514474,1,1,1,0,0,7031,3345,87,17,5,2161,11.773212,0.35036835,2387315.2,6739657.5,0.07501719,497.1483,11,62747.67,3488242,7702968
516872,0,1,0,0,0,3353,8071,43,47,7,4225,8.326387,0.024938306,228524.98,8390289,0.88154846,903.91077,8,71135.86,1281064.2,12784461
517345,2,1,1,0,0,6952,5088,80,50,2,1651,29.914362,0.28204152,1188138.2,1302247.5,0.85907936,1463.3971,10,222132.58,2957.166,2336893.2
519272,0,2,1,0,0,5716,9191,23,54,1,1306,21.720913,0.019165684,1837585,184169.23,0.37346292,561.91455,2,86364.8,2182822.2,1583342
520273,1,0,2,0,0,4899,5605,65,31,7,4460,16.773022,0.040920738,1857523.9,3611419,0.34838814,33.353485,1,167079.28,2534079.8,6871565.5
520880,0,0,1,0,0,8084,3077,67,6,3,2559,4.0428953,0.1227715,642997.56,1290281.4,0.009209654,388.5964,8,208491.34,676198,919212.8
521055,1,1,1,0,0,3394,1774,3,55,1,4053,5.6146955,0.5699032,977264.3,6441107.5,0.98869616,13.646007,8,76475.586,2152503.2,5792640.5
521463,2,1,2,0,0,2143,6818,67,47,6,1641,31.194588,0.88488626,1457938.5,4075817.8,0.4586497,922.3044,0,217788.52,785902.5,754196.2
522377,2,0,1,0,0,6953,1876,45,19,1,481,16.177542,0.9166945,2659698.5,7192743.5,0.2229415,131.0346,10,123428.95,3207629.5,11589062
522562,1,0,1,0,0,9866,9570,19,5,0,3527,34.421005,0.3760971,2549049.5,2814020.5,0.2981145,515.2399,11,29105.715,528725.06,8602265
524747,1,2,0,0,0,2693,3323,37,3,4,3229,22.900475,0.63053036,648257.6,4991131.5,0.6120267,679.8596,1,150822.56,955952.75,10520242
524976,2,0,0,0,0,5524,1510,93,18,3,4337,8.462376,0.76449984,1235951.9,4628826,0.95596963,1520.3479,0,43613.223,1693120.1,11002860
525410,1,1,2,0,0,7855,1916,86,36,4,1018,9.243458,0.6986383,861353.6,1513993.6,0.41164395,47.397423,3,33330.754,1727719.1,6393879.5
526160,0,2,2,0,0,1632,20,22,15,0,474,3.0274432,0.16320157,1342432.8,4373985,0.49668542,1117.1747,8,213817.42,422438.78,11228567
526464,1,2,1,0,0,7764,5553,85,14,6,2292,25.758854,0.95847094,1671665.8,3781012.8,0.8044429,1574.3372,9,105888.97,910924.6,249024.98
527026,2,1,1,0,0,8306,5908,94,40,3,1525,25.888735,0.5086813,2436147.8,1916054.5,0.8549661,373.5978,9,61329.938,1152505.8,3158516.5
527240,2,0,0,0,0,4757,5355,5,26,6,4763,1.9412129,0.46418622,86335.67,6252173.5,0.8896763,884.53815,10,18571.436,2738929.5,5486157.5
527268,0,2,0,0,0,6052,4723,91,47,2,1159,6.1975393,0.22668651,1239112.8,1690961,0.654709,584.9573,7,190745.25,1068677.5,1630669
527594,1,2,1,0,0,8424,3884,36,32,0,2081,10.013827,0.5439255,70348.336,1334952.4,0.89083403,224.94582,11,200644.28,136821.38,6682803.5
528104,2,2,0,0,0,3915,5306,56,34,0,118,24.695602,0.16385445,419552.9,1461376.4,0.29647306,1500.0422,11,21462.424,2979861.8,9097836
528304,0,2,1,0,0,3288,6208,24,41,2,4633,18.171185,0.80283475,1231408.8,4320217.5,0.7977481,398.1543,4,84972.414,1588174.6,9799791
528933,0,0,2,0,0,2604,2049,87,57,7,1142,9.239607,0.21541177,840418.5,1676032,0.51962256,889.1905,10,208442.66,3241807.8,6553942.5
530610,2,2,1,0,0,1245,5753,82,44,1,3925,23.720308,0.15159284,2750586.2,8966397,0.85339,825.2257,5,59462.84,3013011,4721317.5
530731,1,0,2,0,0,5029,4049,12,40,5,732,22.89981,0.74897057,406024.06,3340551.2,0.45828497,465.49448,9,9948.244,595662.56,12310240
531349,1,2,0,0,0,6869,2187,46,14,5,2691,6.361828,0.3024421,654452.5,5923736.5,0.816771,110.507545,5,201822.48,806225,8226233.5
533323,2,1,0,0,0,2618,6071,78,4,1,4760,26.293663,0.005077453,2246594.2,2531229,0.55828017,1627.0765,6,21129.621,1796165.9,6542852.5
534132,0,2,1,0,0,4752,472,26,55,1,4173,33.668304,0.8458873,913500.8,7232614,0.29456306,1394.5669,11,196528.06,1548820.8,4672575.5
534497,0,0,1,0,0,6976,1363,82,43,1,2666,23.037996,0.38416943,2214773.2,4217673.5,1.0244875,1525.8746,7,208348.53,3391285.5,10690655
535004,1,2,0,0,0,848,2186,1,50,5,3945,13.011627,0.4947374,311859.6,2889223,0.5036838,1077.7747,8,122918.914,2862669.8,8807516
535557,1,0,0,0,0,6797,4594,14,41,4,961,35.6911,0.41519222,1126650.6,6973037,0.4001091,1225.9711,1,5974.694,1049212.9,6892.9937
536548,2,1,1,0,0,7036,4544,56,47,2,600,35.977985,0.15898506,582676.7,4221445.5,0.7365569,235.1366,9,194011.12,2040444,10770659
536956,2,1,0,0,0,8031,8156,75,20,4,4901,3.888059,0.770622,2045402.5,7414205,0.121232636,531.41504,3,99705.03,1316164.2,8175878
537247,2,1,0,0,0,8452,6196,7,33,2,2531,5.4766216,0.7909849,2034682.1,4135005.5,0.11651349,1711.1992,1,72662.02,1396441.1,410903.6
537552,1,2,2,0,0,7923,9689,19,14,3,2766,26.508678,0.39909425,1791515.4,4139181.2,0.97920597,704.7816,11,107432.914,700431.1,12916450
538240,2,2,0,0,0,9149,5416,51,24,7,1074,8.306174,0.09111903,175193.02,5501592.5,0.57839817,1159.9811,2,79900.78,1065734.4,5405342.5
538917,0,0,1,0,0,806,4136,73,50,1,160,16.05699,0.40616322,1793166.1,3210481.5,0.6092882,1757.0352,8,107040.38,965116.44,523923.62
538990,0,2,0,0,0,3234,8563,29,5,1,4371,3.5793645,0.8803347,578625,5968465,0.99290395,890.32086,4,101197.59,958644.6,7856257
539504,0,0,2,0,0,6453,4057,39,19,0,2865,20.124456,0.94418484,1246055.9,5680545,1.0204042,1694.8181,9,196229.88,998698.7,10795541
539799,1,0,0,0,0,3836,9410,27,13,5,4932,10.279832,0.13075276,1937978.2,4284551,0.12606928,966.11066,4,91055.914,697948.25,3404931
542164,2,2,0,0,0,7401,890,80,41,7,1630,35.7034,0.8301147,979827.1,2691743,0.83734745,128.87596,6,183954.73,2713760.8,3274292.8
542703,2,1,0,0,0,1975,6323,77,23,5,4850,5.687806,0.5722123,1588258.8,7866210,0.063112885,1700.4578,8,133283.3,1880378.2,5918045.5
542792,0,2,1,0,0,9010,7567,21,50,7,4196,9.055701,0.58782303,2745804.5,1280218.8,0.2897565,1100.5089,11,162619.44,1930861.6,10666052
543156,2,1,1,0,0,2914,6026,48,56,7,4562,10.533781,0.030490126,1271231.9,4951026,0.9353312,42.254128,3,38043.43,537940.4,9365872
